Wed Apr 02 00:27:14 2025


Number of Points = 4490

Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
78.867625	4651.261361	17.822093	-0.015905	3.526004
78.861045	4646.196649	17.827098	-0.015903	3.524119
78.681060	4641.346886	17.832103	-0.015859	3.522297
78.713887	4636.398481	17.837107	-0.015867	3.520457
78.560088	4631.323728	17.842112	-0.015829	3.518552
78.702863	4626.235325	17.847117	-0.015863	3.516668
78.591013	4621.199247	17.852122	-0.015835	3.514780
78.583764	4616.223642	17.857127	-0.015833	3.512922
78.451191	4611.402108	17.862131	-0.015801	3.511109
78.347672	4606.364533	17.867136	-0.015775	3.509218
78.431428	4601.123758	17.872141	-0.015795	3.507267
78.433353	4595.921202	17.877146	-0.015795	3.505321
78.434799	4590.885967	17.882151	-0.015795	3.503437
78.521066	4586.113300	17.887155	-0.015815	3.501658
78.279090	4581.053865	17.892160	-0.015756	3.499740
78.399905	4576.006963	17.897165	-0.015784	3.497860
78.456425	4570.868034	17.902170	-0.015797	3.495938
78.311399	4565.850323	17.907175	-0.015762	3.494041
78.357525	4561.027200	17.912179	-0.015773	3.492235
78.421930	4556.018349	17.917184	-0.015787	3.490360
78.142423	4551.034015	17.922189	-0.015720	3.488460
78.080916	4545.600497	17.927194	-0.015705	3.486411
78.094274	4540.559643	17.932199	-0.015707	3.484516
78.075008	4535.634978	17.937203	-0.015702	3.482660
77.921191	4530.758190	17.942208	-0.015665	3.480809
78.050599	4525.649210	17.947213	-0.015695	3.478896
78.015525	4520.565946	17.952218	-0.015686	3.476976
77.856040	4515.546446	17.957223	-0.015647	3.475067
77.813863	4510.602905	17.962227	-0.015637	3.473197
77.889833	4505.721678	17.967232	-0.015654	3.471360
77.769957	4500.719495	17.972237	-0.015625	3.469459
77.810869	4495.451079	17.977242	-0.015634	3.467471
77.716880	4490.310297	17.982247	-0.015611	3.465517
77.678485	4485.265681	17.987251	-0.015601	3.463604
77.660382	4480.493207	17.992256	-0.015597	3.461795
77.706953	4475.412077	17.997261	-0.015607	3.459874
77.678651	4470.372349	18.002266	-0.015600	3.457960
77.542617	4465.225142	18.007271	-0.015567	3.455995
77.590425	4460.099568	18.012275	-0.015577	3.454054
77.589919	4455.351476	18.017280	-0.015577	3.452250
77.539966	4450.326723	18.022285	-0.015564	3.450336
77.556076	4445.137050	18.027290	-0.015568	3.448365
77.547373	4439.773635	18.032295	-0.015565	3.446323
77.432137	4434.738792	18.037299	-0.015537	3.444396
77.383815	4429.865287	18.042304	-0.015525	3.442535
77.361628	4424.923116	18.047309	-0.015519	3.440650
77.209760	4419.905135	18.052314	-0.015482	3.438722
77.323537	4414.794146	18.057319	-0.015508	3.436783
77.269296	4409.735091	18.062323	-0.015495	3.434847
77.169815	4404.866907	18.067328	-0.015470	3.432978
77.245406	4399.923534	18.072333	-0.015488	3.431097
77.135662	4394.867397	18.077338	-0.015461	3.429153
77.033167	4389.627937	18.082343	-0.015436	3.427138
77.134020	4384.481841	18.087347	-0.015460	3.425178
77.046749	4379.583673	18.092352	-0.015438	3.423294
76.981188	4374.713669	18.097357	-0.015422	3.421421
76.859569	4369.677448	18.102362	-0.015392	3.419479
76.980401	4364.571860	18.107367	-0.015420	3.417532
76.951188	4359.477250	18.112371	-0.015413	3.415573
76.892943	4354.526249	18.117376	-0.015398	3.413666
76.786608	4349.730000	18.122381	-0.015372	3.411813
76.801981	4344.669130	18.127386	-0.015375	3.409868
76.849457	4339.341709	18.132391	-0.015386	3.407823
76.803406	4334.155666	18.137395	-0.015375	3.405822
76.621607	4329.149986	18.142400	-0.015331	3.403876
76.647050	4324.375310	18.147405	-0.015336	3.402039
76.594460	4319.298565	18.152410	-0.015323	3.400076
76.614059	4314.224910	18.157415	-0.015327	3.398120
76.571849	4309.184542	18.162419	-0.015316	3.396170
76.375497	4304.149393	18.167424	-0.015269	3.394206
76.426352	4299.386619	18.172429	-0.015280	3.392370
76.372938	4294.339961	18.177434	-0.015267	3.390413
76.442123	4289.166375	18.182439	-0.015283	3.388418
76.369697	4283.949921	18.187443	-0.015265	3.386392
76.525360	4278.814212	18.192448	-0.015302	3.384418
76.340015	4274.103227	18.197453	-0.015257	3.382573
76.333425	4269.089785	18.202458	-0.015255	3.380628
76.268072	4264.020344	18.207463	-0.015238	3.378654
76.311894	4258.929014	18.212467	-0.015248	3.376682
76.228727	4253.891009	18.217472	-0.015228	3.374716
76.174130	4249.119204	18.222477	-0.015214	3.372856
76.121325	4244.096002	18.227482	-0.015201	3.370897
76.114845	4238.937881	18.232487	-0.015199	3.368889
75.989944	4233.625035	18.237491	-0.015168	3.366807
76.037218	4228.545832	18.242496	-0.015179	3.364833
75.889808	4223.760045	18.247501	-0.015143	3.362952
75.926667	4218.728546	18.252506	-0.015152	3.360993
75.931354	4213.666699	18.257511	-0.015152	3.359018
75.975007	4208.557789	18.262515	-0.015162	3.357027
75.824192	4203.564521	18.267520	-0.015125	3.355060
75.802361	4198.693306	18.272525	-0.015119	3.353154
75.815831	4193.720788	18.277530	-0.015122	3.351209
75.799439	4188.631318	18.282535	-0.015118	3.349215
75.748548	4183.347454	18.287539	-0.015105	3.347141
75.673149	4178.285869	18.292544	-0.015086	3.345149
75.686071	4173.442367	18.297549	-0.015089	3.343251
75.621582	4168.484902	18.302554	-0.015073	3.341299
75.558085	4163.483201	18.307559	-0.015057	3.339329
75.668401	4158.285947	18.312563	-0.015083	3.337298
75.509709	4153.307888	18.317568	-0.015044	3.335325
75.511306	4148.451414	18.322573	-0.015044	3.333415
75.453185	4143.476070	18.327578	-0.015030	3.331451
75.511117	4138.354554	18.332583	-0.015043	3.329440
75.405836	4132.972112	18.337587	-0.015017	3.327308
75.380363	4127.934109	18.342592	-0.015010	3.325319
75.381356	4123.086054	18.347597	-0.015010	3.323407
75.274699	4118.108386	18.352602	-0.014984	3.321431
75.279053	4113.103142	18.357607	-0.014984	3.319454
75.318331	4107.959073	18.362611	-0.014993	3.317425
75.046102	4102.968262	18.367616	-0.014928	3.315424
75.118737	4098.105685	18.372621	-0.014944	3.313507
75.133723	4093.109622	18.377626	-0.014947	3.311530
75.072956	4088.065468	18.382631	-0.014932	3.309526
75.105146	4082.726036	18.387635	-0.014939	3.307412
75.038904	4077.713241	18.392640	-0.014923	3.305417
74.935881	4072.874361	18.397645	-0.014898	3.303486
74.937433	4067.912663	18.402650	-0.014897	3.301516
74.847658	4062.861658	18.407655	-0.014875	3.299499
74.907871	4057.752394	18.412659	-0.014889	3.297474
74.822722	4052.630323	18.417664	-0.014868	3.295427
74.907427	4047.794516	18.422669	-0.014888	3.293511
74.676296	4042.818143	18.427674	-0.014832	3.291504
74.713103	4037.687444	18.432679	-0.014840	3.289463
74.548630	4032.335904	18.437683	-0.014800	3.287311
74.532362	4027.275779	18.442688	-0.014796	3.285290
74.532780	4022.441037	18.447693	-0.014795	3.283360
74.626916	4017.403190	18.452698	-0.014817	3.281357
74.569040	4012.375713	18.457703	-0.014803	3.279340
74.443616	4007.313799	18.462707	-0.014772	3.277302
74.489206	4002.220817	18.467712	-0.014783	3.275268
74.462879	3997.431284	18.472717	-0.014776	3.273347
74.328823	3992.402839	18.477722	-0.014743	3.271317
74.482247	3987.252469	18.482727	-0.014779	3.269268
74.417985	3982.015899	18.487731	-0.014763	3.267160
74.359572	3976.991823	18.492736	-0.014749	3.265136
74.201544	3972.250522	18.497741	-0.014710	3.263214
74.091485	3967.223761	18.502746	-0.014683	3.261181
74.199217	3962.125334	18.507751	-0.014709	3.259142
74.094818	3957.081705	18.512755	-0.014683	3.257100
74.120270	3952.004473	18.517760	-0.014689	3.255058
74.127966	3947.247212	18.522765	-0.014690	3.253141
74.039997	3942.174557	18.527770	-0.014668	3.251086
74.058666	3936.935249	18.532775	-0.014672	3.248974
73.872125	3931.743127	18.537779	-0.014627	3.246857
73.980680	3926.722304	18.542784	-0.014652	3.244840
73.937412	3921.896299	18.547789	-0.014641	3.242884
73.782741	3916.872242	18.552794	-0.014604	3.240835
73.892543	3911.759320	18.557799	-0.014629	3.238776
73.859063	3906.663939	18.562803	-0.014621	3.236709
73.796877	3901.758900	18.567808	-0.014605	3.234714
73.764673	3896.880457	18.572813	-0.014597	3.232732
73.695495	3891.850319	18.577818	-0.014580	3.230683
73.679427	3886.581715	18.582823	-0.014576	3.228541
73.707767	3881.479846	18.587827	-0.014582	3.226471
73.580297	3876.575677	18.592832	-0.014551	3.224463
73.620937	3871.653389	18.597837	-0.014560	3.222465
73.472901	3866.639786	18.602842	-0.014524	3.220407
73.613190	3861.530730	18.607847	-0.014557	3.218341
73.441370	3856.499390	18.612851	-0.014515	3.216271
73.454093	3851.620791	18.617856	-0.014518	3.214283
73.510253	3846.665492	18.622861	-0.014530	3.212266
73.459574	3841.573851	18.627866	-0.014518	3.210181
73.302665	3836.366695	18.632871	-0.014480	3.208035
73.236294	3831.291384	18.637875	-0.014463	3.205952
73.282236	3826.436298	18.642880	-0.014474	3.203971
73.278733	3821.415335	18.647885	-0.014472	3.201914
73.171040	3816.389084	18.652890	-0.014446	3.199843
73.143617	3811.311784	18.657895	-0.014439	3.197758
73.216786	3806.214501	18.662899	-0.014456	3.195674
73.101329	3801.458728	18.667904	-0.014427	3.193709
73.059490	3796.421680	18.672909	-0.014417	3.191635
72.977313	3791.213556	18.677914	-0.014397	3.189485
73.087427	3786.027618	18.682919	-0.014422	3.187364
73.058597	3781.031988	18.687923	-0.014415	3.185304
72.997280	3776.173410	18.692928	-0.014400	3.183296
72.897549	3771.186702	18.697933	-0.014375	3.181230
72.915326	3766.085214	18.702938	-0.014379	3.179128
72.902683	3761.039189	18.707943	-0.014375	3.177044
72.742087	3756.139333	18.712947	-0.014336	3.175002
72.669622	3751.238455	18.717952	-0.014318	3.172969
72.698119	3746.194122	18.722957	-0.014325	3.170886
72.720091	3740.733974	18.727962	-0.014329	3.168629
72.686721	3735.665821	18.732967	-0.014321	3.166527
72.585462	3730.859017	18.737971	-0.014296	3.164524
72.504896	3725.875032	18.742976	-0.014276	3.162449
72.539635	3720.821642	18.747981	-0.014284	3.160356
72.483232	3715.744491	18.752986	-0.014270	3.158242
72.495031	3710.683764	18.757991	-0.014272	3.156141
72.412006	3705.889458	18.762995	-0.014251	3.154138
72.436390	3700.839389	18.768000	-0.014257	3.152040
72.386040	3695.588844	18.773005	-0.014244	3.149849
72.383966	3690.376018	18.778010	-0.014243	3.147677
72.256281	3685.421930	18.783015	-0.014212	3.145598
72.267704	3680.574639	18.788019	-0.014214	3.143577
72.102373	3675.517735	18.793024	-0.014174	3.141447
72.095571	3670.480816	18.798029	-0.014172	3.139343
72.094175	3665.386058	18.803034	-0.014171	3.137213
72.027439	3660.505904	18.808039	-0.014154	3.135165
72.030846	3655.597851	18.813043	-0.014154	3.133111
71.954741	3650.512055	18.818048	-0.014136	3.130972
71.962079	3645.110510	18.823053	-0.014137	3.128710
71.877937	3640.062405	18.828058	-0.014116	3.126583
72.050056	3635.136444	18.833063	-0.014157	3.124536
71.956451	3630.174267	18.838067	-0.014134	3.122441
71.926700	3625.125154	18.843072	-0.014126	3.120316
71.928472	3620.021854	18.848077	-0.014126	3.118170
71.813337	3615.026858	18.853082	-0.014098	3.116055
71.783548	3610.218657	18.858087	-0.014090	3.114027
71.609596	3605.227302	18.863091	-0.014048	3.111904
71.680745	3599.965506	18.868096	-0.014064	3.109693
71.750467	3594.818761	18.873101	-0.014080	3.107530
71.535926	3589.912006	18.878106	-0.014029	3.105433
71.446386	3585.032589	18.883111	-0.014007	3.103361
71.428755	3579.994184	18.888115	-0.014002	3.101229
71.451412	3574.903147	18.893120	-0.014007	3.099077
71.580530	3569.829760	18.898125	-0.014037	3.096944
71.416235	3565.003581	18.903130	-0.013997	3.094880
71.361595	3560.014963	18.908135	-0.013983	3.092759
71.392470	3554.808281	18.913139	-0.013990	3.090553
71.292347	3549.532707	18.918144	-0.013966	3.088302
71.166242	3544.562042	18.923149	-0.013935	3.086175
71.198507	3539.719157	18.928154	-0.013942	3.084120
71.136736	3534.672959	18.933159	-0.013927	3.081966
71.123186	3529.628693	18.938163	-0.013923	3.079817
71.188064	3524.501759	18.943168	-0.013938	3.077640
71.107156	3519.637713	18.948173	-0.013918	3.075557
71.036417	3514.725894	18.953178	-0.013900	3.073453
71.050024	3509.621541	18.958183	-0.013903	3.071275
70.986572	3504.366136	18.963187	-0.013887	3.069022
70.903341	3499.326696	18.968192	-0.013867	3.066858
71.065826	3494.462579	18.973197	-0.013905	3.064796
70.943645	3489.447514	18.978202	-0.013875	3.062634
70.917213	3484.396304	18.983207	-0.013868	3.060467
70.931077	3479.333101	18.988211	-0.013871	3.058298
70.822111	3474.368783	18.993216	-0.013844	3.056155
70.851967	3469.517626	18.998221	-0.013851	3.054076
70.826222	3464.470225	19.003226	-0.013844	3.051904
70.668872	3459.133563	19.008231	-0.013806	3.049591
70.628404	3454.033897	19.013235	-0.013796	3.047391
70.612467	3449.158683	19.018240	-0.013791	3.045290
70.589669	3444.198937	19.023245	-0.013785	3.043151
70.444420	3439.158185	19.028250	-0.013750	3.040960
70.517118	3434.035633	19.033255	-0.013767	3.038758
70.486007	3429.031069	19.038259	-0.013759	3.036593
70.555443	3424.159415	19.043264	-0.013775	3.034496
70.369888	3419.179130	19.048269	-0.013730	3.032320
70.378219	3413.934012	19.053274	-0.013731	3.030052
70.478982	3408.767818	19.058279	-0.013755	3.027827
70.394845	3403.889810	19.063283	-0.013734	3.025702
70.431795	3398.912943	19.068288	-0.013742	3.023548
70.259566	3393.921339	19.073293	-0.013701	3.021361
70.155961	3388.863864	19.078298	-0.013675	3.019152
70.146393	3383.783731	19.083303	-0.013672	3.016943
70.222518	3378.912871	19.088307	-0.013690	3.014834
70.068269	3373.860596	19.093312	-0.013652	3.012616
70.016875	3368.603342	19.098317	-0.013640	3.010320
69.885279	3363.466481	19.103322	-0.013607	3.008064
69.883272	3358.539593	19.108327	-0.013606	3.005915
69.852996	3353.604885	19.113331	-0.013599	3.003757
69.897745	3348.495424	19.118336	-0.013609	3.001530
69.882871	3343.430811	19.123341	-0.013605	2.999314
69.865169	3338.357903	19.128346	-0.013600	2.997093
69.725827	3333.629612	19.133351	-0.013566	2.995005
69.766955	3328.574491	19.138355	-0.013575	2.992795
69.707427	3323.328718	19.143360	-0.013560	2.990488
69.629617	3318.231593	19.148365	-0.013541	2.988242
69.638437	3313.311425	19.153370	-0.013543	2.986082
69.553506	3308.378716	19.158375	-0.013522	2.983904
69.652347	3303.328802	19.163379	-0.013545	2.981695
69.539740	3298.263729	19.168384	-0.013517	2.979452
69.573543	3293.224120	19.173389	-0.013525	2.977237
69.507682	3288.419007	19.178394	-0.013508	2.975111
69.431551	3283.383222	19.183399	-0.013490	2.972880
69.278210	3278.110135	19.188403	-0.013452	2.970533
69.492993	3272.860450	19.193408	-0.013503	2.968241
69.316646	3267.999677	19.198413	-0.013460	2.966070
69.207963	3263.093695	19.203418	-0.013434	2.963886
69.216277	3258.043933	19.208423	-0.013435	2.961651
69.257524	3252.931558	19.213427	-0.013445	2.959391
69.213148	3247.857277	19.218432	-0.013433	2.957136
69.158152	3243.101479	19.223437	-0.013420	2.955018
69.220609	3238.024707	19.228442	-0.013434	2.952772
69.025291	3232.823653	19.233447	-0.013387	2.950435
68.963340	3227.748789	19.238451	-0.013371	2.948170
68.949804	3222.828122	19.243456	-0.013367	2.945979
69.047035	3217.857802	19.248461	-0.013390	2.943777
68.871635	3212.850644	19.253466	-0.013348	2.941522
68.707767	3207.790248	19.258471	-0.013308	2.939244
68.858116	3202.763624	19.263475	-0.013343	2.937019
68.850454	3197.907438	19.268480	-0.013341	2.934848
68.772421	3192.922108	19.273485	-0.013322	2.932609
68.659502	3187.506337	19.278490	-0.013294	2.930171
68.626464	3182.433233	19.283495	-0.013285	2.927895
68.733925	3177.607962	19.288499	-0.013311	2.925746
68.617936	3172.603180	19.293504	-0.013282	2.923486
68.574365	3167.528725	19.298509	-0.013271	2.921203
68.438272	3162.508410	19.303514	-0.013238	2.918930
68.451662	3157.566503	19.308519	-0.013241	2.916710
68.518003	3152.627720	19.313523	-0.013256	2.914497
68.528810	3147.522840	19.318528	-0.013258	2.912199
68.474936	3142.310361	19.323533	-0.013245	2.909844
68.375041	3137.259295	19.328538	-0.013220	2.907553
68.279476	3132.473778	19.333543	-0.013197	2.905380
68.333286	3127.431943	19.338547	-0.013209	2.903110
68.206096	3122.355678	19.343552	-0.013178	2.900799
68.107552	3117.320803	19.348557	-0.013154	2.898508
68.060738	3112.485984	19.353562	-0.013142	2.896313
68.049830	3107.488832	19.358567	-0.013139	2.894047
68.159495	3102.149053	19.363571	-0.013164	2.891640
68.000281	3096.942812	19.368576	-0.013126	2.889257
68.050573	3091.948442	19.373581	-0.013137	2.886995
67.880464	3087.097133	19.378586	-0.013096	2.884767
67.817412	3082.057500	19.383591	-0.013080	2.882466
67.775396	3076.998018	19.388595	-0.013070	2.880157
67.778973	3071.896550	19.393600	-0.013070	2.877833
67.779724	3067.074460	19.398605	-0.013069	2.875634
67.848380	3062.033289	19.403610	-0.013085	2.873343
67.727157	3056.797585	19.408615	-0.013056	2.870936
67.692157	3051.722958	19.413619	-0.013047	2.868611
67.856529	3046.769991	19.418624	-0.013086	2.866367
67.733460	3041.808745	19.423629	-0.013056	2.864079
67.549292	3036.812036	19.428634	-0.013011	2.861765
67.666235	3031.702793	19.433639	-0.013038	2.859438
67.607029	3026.792284	19.438643	-0.013024	2.857176
67.499640	3021.875908	19.443648	-0.012997	2.854904
67.345980	3016.813328	19.448653	-0.012960	2.852556
67.448870	3011.455856	19.453658	-0.012984	2.850105
67.418603	3006.458192	19.458663	-0.012976	2.847800
67.319586	3001.624110	19.463667	-0.012952	2.845559
67.268484	2996.552560	19.468672	-0.012939	2.843213
67.240451	2991.518390	19.473677	-0.012932	2.840885
67.154449	2986.449859	19.478682	-0.012911	2.838532
67.123506	2981.615223	19.483687	-0.012903	2.836293
67.158141	2976.605432	19.488691	-0.012910	2.833979
67.094554	2971.394532	19.493696	-0.012895	2.831558
67.124491	2966.256423	19.498701	-0.012901	2.829180
67.057309	2961.370318	19.503706	-0.012884	2.826905
66.976491	2956.424939	19.508711	-0.012865	2.824598
66.904153	2951.387795	19.513715	-0.012847	2.822248
66.845865	2946.323255	19.518720	-0.012832	2.819885
66.809868	2941.359731	19.523725	-0.012823	2.817570
66.883802	2936.467945	19.528730	-0.012840	2.815301
66.743577	2931.350912	19.533735	-0.012806	2.812897
66.904960	2926.014810	19.538739	-0.012844	2.810429
66.582132	2921.030466	19.543744	-0.012766	2.808057
66.637875	2916.187836	19.548749	-0.012779	2.805802
66.631182	2911.124530	19.553754	-0.012777	2.803432
66.453973	2906.061580	19.558759	-0.012734	2.801038
66.543981	2901.021792	19.563763	-0.012755	2.798689
66.513592	2896.160666	19.568768	-0.012747	2.796405
66.545764	2891.133515	19.573773	-0.012754	2.794050
66.551973	2885.908272	19.578778	-0.012755	2.791596
66.323565	2880.830353	19.583783	-0.012700	2.789177
66.538420	2875.901019	19.588787	-0.012750	2.786888
66.339988	2870.950915	19.593792	-0.012702	2.784529
66.371840	2865.888901	19.598797	-0.012709	2.782148
66.227436	2860.853403	19.603802	-0.012674	2.779752
66.127215	2855.868774	19.608807	-0.012650	2.777385
66.111097	2850.935611	19.613811	-0.012645	2.775051
66.046372	2845.760968	19.618816	-0.012629	2.772595
66.151062	2840.488816	19.623821	-0.012654	2.770114
66.161352	2835.478449	19.628826	-0.012656	2.767742
66.056283	2830.610465	19.633831	-0.012630	2.765418
66.073012	2825.582366	19.638835	-0.012633	2.763034
66.054829	2820.482860	19.643840	-0.012628	2.760610
65.919335	2815.503972	19.648845	-0.012595	2.758223
65.805943	2810.694752	19.653850	-0.012568	2.755919
65.667239	2805.642194	19.658855	-0.012534	2.753493
65.761256	2800.341189	19.663859	-0.012556	2.750980
65.710400	2795.316233	19.668864	-0.012543	2.748575
65.642685	2790.507230	19.673869	-0.012526	2.746269
65.617517	2785.490496	19.678874	-0.012520	2.743868
65.533400	2780.411511	19.683879	-0.012499	2.741427
65.570946	2775.350480	19.688883	-0.012507	2.739009
65.517226	2770.524879	19.693888	-0.012494	2.736689
65.521792	2765.509062	19.698893	-0.012494	2.734284
65.582187	2760.131918	19.703898	-0.012508	2.731712
65.391091	2755.082137	19.708903	-0.012462	2.729258
65.272807	2750.263862	19.713907	-0.012433	2.726924
65.313549	2745.223428	19.718912	-0.012442	2.724504
65.361649	2740.145739	19.723917	-0.012453	2.722065
65.225306	2735.108162	19.728922	-0.012420	2.719616
65.259301	2730.207374	19.733927	-0.012428	2.717256
65.210448	2725.235409	19.738931	-0.012415	2.714847
65.180060	2720.014491	19.743936	-0.012407	2.712319
65.086851	2714.920409	19.748941	-0.012385	2.709840
65.010146	2710.066435	19.753946	-0.012366	2.707478
65.063776	2705.042568	19.758951	-0.012378	2.705050
64.964556	2700.021314	19.763955	-0.012354	2.702600
64.952358	2694.922072	19.768960	-0.012350	2.700121
64.890435	2690.059403	19.773965	-0.012335	2.697749
64.845507	2685.106790	19.778970	-0.012323	2.695333
64.846145	2679.877748	19.783975	-0.012323	2.692786
64.869992	2674.679342	19.788979	-0.012328	2.690256
64.764528	2669.768307	19.793984	-0.012302	2.687844
64.761443	2664.815030	19.798989	-0.012301	2.685425
64.723412	2659.756032	19.803994	-0.012291	2.682947
64.534075	2654.723576	19.808999	-0.012245	2.680457
64.501924	2649.827106	19.814003	-0.012237	2.678055
64.472000	2644.869428	19.819008	-0.012229	2.675621
64.405111	2639.662119	19.824013	-0.012213	2.673056
64.565086	2634.426525	19.829018	-0.012250	2.670509
64.245298	2629.582186	19.834023	-0.012173	2.668081
64.429349	2624.590036	19.839027	-0.012217	2.665652
64.427914	2619.516260	19.844032	-0.012216	2.663153
64.325370	2614.465695	19.849037	-0.012191	2.660649
64.292053	2609.560370	19.854042	-0.012182	2.658224
64.248242	2604.646903	19.859047	-0.012171	2.655791
64.241149	2599.433894	19.864051	-0.012169	2.653214
64.242104	2594.175266	19.869056	-0.012169	2.650613
64.212475	2589.269764	19.874061	-0.012161	2.648179
64.120735	2584.327116	19.879066	-0.012138	2.645715
64.050568	2579.270000	19.884071	-0.012121	2.643196
64.027827	2574.222245	19.889075	-0.012115	2.640686
63.983448	2569.289128	19.894080	-0.012104	2.638227
64.071247	2564.306492	19.899085	-0.012124	2.635761
63.772608	2559.242819	19.904090	-0.012052	2.633195
63.791318	2554.064903	19.909095	-0.012056	2.630616
63.817392	2549.156246	19.914099	-0.012062	2.628171
63.781777	2544.186500	19.919104	-0.012053	2.625684
63.832246	2539.106086	19.924109	-0.012064	2.623151
63.724443	2534.062076	19.929114	-0.012038	2.620611
63.757437	2529.135385	19.934119	-0.012045	2.618148
63.570091	2524.235761	19.939123	-0.012000	2.615663
63.546886	2518.984110	19.944128	-0.011994	2.613024
63.474760	2513.845836	19.949133	-0.011976	2.610432
63.423643	2508.974725	19.954138	-0.011963	2.607975
63.468509	2503.943842	19.959143	-0.011973	2.605450
63.493032	2498.881883	19.964147	-0.011978	2.602903
63.395897	2493.832848	19.969152	-0.011955	2.600342
63.333960	2488.975009	19.974157	-0.011939	2.597881
63.303799	2484.000634	19.979162	-0.011931	2.595362
63.302687	2478.748286	19.984167	-0.011930	2.592706
63.182560	2473.700986	19.989171	-0.011901	2.590132
63.185488	2468.827783	19.994176	-0.011901	2.587663
63.187894	2463.805281	19.999181	-0.011901	2.585115
63.246307	2458.713144	20.004186	-0.011915	2.582539
63.146589	2453.693439	20.009191	-0.011890	2.579972
63.117856	2448.875424	20.014195	-0.011883	2.577516
63.071128	2443.753172	20.019200	-0.011871	2.574900
62.937968	2438.491834	20.024205	-0.011839	2.572197
62.899061	2433.463745	20.029210	-0.011829	2.569625
62.716050	2428.627818	20.034215	-0.011784	2.567126
62.737411	2423.568654	20.039219	-0.011789	2.564542
62.657833	2418.493712	20.044224	-0.011769	2.561932
62.608016	2413.513518	20.049229	-0.011757	2.559373
62.763888	2408.572535	20.054234	-0.011793	2.556863
62.696982	2403.454914	20.059239	-0.011777	2.554225
62.596916	2398.302104	20.064243	-0.011752	2.551561
62.597626	2393.335141	20.069248	-0.011752	2.549006
62.501118	2388.413354	20.074253	-0.011728	2.546456
62.587361	2383.330147	20.079258	-0.011748	2.543849
62.432285	2378.313679	20.084263	-0.011711	2.541236
62.401533	2373.405535	20.089267	-0.011703	2.538696
62.347179	2368.446824	20.094272	-0.011689	2.536123
62.251278	2363.221120	20.099277	-0.011666	2.533403
62.271172	2358.062333	20.104282	-0.011670	2.530733
62.101560	2353.227931	20.109287	-0.011629	2.528198
62.155469	2348.184045	20.114291	-0.011641	2.525588
61.987625	2343.172380	20.119296	-0.011600	2.522956
62.117619	2338.051850	20.124301	-0.011631	2.520313
62.042919	2333.242215	20.129306	-0.011612	2.517796
62.055759	2328.152401	20.134311	-0.011615	2.515144
62.007146	2322.922537	20.139315	-0.011603	2.512406
61.922980	2317.957546	20.144320	-0.011582	2.509799
61.938732	2313.040513	20.149325	-0.011585	2.507229
61.816981	2308.054275	20.154330	-0.011555	2.504599
61.784230	2302.968967	20.159335	-0.011547	2.501928
61.868584	2298.011303	20.164339	-0.011567	2.499341
61.830536	2293.061327	20.169344	-0.011557	2.496734
61.630789	2287.895777	20.174349	-0.011508	2.493986
61.617986	2282.697877	20.179354	-0.011505	2.491248
61.560665	2277.816203	20.184359	-0.011491	2.488666
61.429491	2272.800476	20.189363	-0.011459	2.485999
61.374839	2267.707333	20.194368	-0.011445	2.483300
61.424934	2262.622605	20.199373	-0.011456	2.480620
61.460171	2257.757289	20.204378	-0.011464	2.478051
61.409017	2252.680013	20.209383	-0.011451	2.475353
61.333632	2247.510523	20.214387	-0.011433	2.472599
61.293514	2242.499828	20.219392	-0.011423	2.469932
61.290191	2237.592597	20.224397	-0.011421	2.467323
61.242455	2232.551326	20.229402	-0.011409	2.464633
61.208328	2227.479706	20.234407	-0.011400	2.461926
61.243738	2222.553793	20.239411	-0.011408	2.459305
61.118818	2217.619138	20.244416	-0.011378	2.456650
60.968406	2212.403845	20.249421	-0.011341	2.453838
60.971818	2207.290044	20.254426	-0.011342	2.451103
60.835108	2202.442764	20.259431	-0.011308	2.448484
60.930578	2197.379453	20.264435	-0.011331	2.445785
60.787997	2192.351369	20.269440	-0.011296	2.443062
60.865646	2187.293155	20.274445	-0.011314	2.440357
60.759895	2182.438001	20.279450	-0.011288	2.437728
60.811848	2177.295392	20.284455	-0.011300	2.434967
60.644907	2172.175082	20.289459	-0.011259	2.432178
60.621628	2167.235676	20.294464	-0.011253	2.429508
60.588242	2162.268211	20.299469	-0.011245	2.426818
60.687637	2157.199718	20.304474	-0.011268	2.424093
60.692775	2152.102489	20.309479	-0.011268	2.421333
60.431371	2147.369576	20.314483	-0.011205	2.418722
60.384401	2142.308672	20.319488	-0.011193	2.415967
60.282815	2136.987933	20.324493	-0.011169	2.413059
60.330155	2131.992752	20.329498	-0.011179	2.410349
60.333699	2127.037269	20.334503	-0.011180	2.407651
60.200050	2122.035229	20.339507	-0.011147	2.404900
60.328215	2116.908838	20.344512	-0.011177	2.402124
60.222481	2112.031241	20.349517	-0.011151	2.399440
60.214038	2107.034692	20.354522	-0.011149	2.396704
60.178202	2101.820360	20.359527	-0.011139	2.393842
60.152120	2096.758556	20.364531	-0.011133	2.391061
60.122930	2091.886910	20.369536	-0.011125	2.388381
60.061837	2086.840365	20.374541	-0.011110	2.385596
59.958919	2081.814939	20.379546	-0.011085	2.382813
59.867759	2076.843551	20.384551	-0.011062	2.380058
59.889821	2071.893950	20.389555	-0.011067	2.377331
59.695792	2066.703622	20.394560	-0.011020	2.374431
