Wed Apr 02 00:27:14 2025


Number of Points = 4490

Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
91.439422	7651.697805	7.622310	-0.019579	4.506425
91.488888	7656.800866	7.627315	-0.019590	4.507911
91.611057	7661.818371	7.632320	-0.019620	4.509375
91.664044	7666.929604	7.637325	-0.019633	4.510863
91.612827	7671.979206	7.642330	-0.019621	4.512328
91.552084	7677.069638	7.647334	-0.019606	4.513803
91.567985	7682.041483	7.652339	-0.019610	4.515248
91.784546	7686.738609	7.657344	-0.019662	4.516621
91.653392	7691.850888	7.662349	-0.019631	4.518098
91.817416	7696.914987	7.667354	-0.019670	4.519575
91.790420	7702.393518	7.672358	-0.019664	4.521162
91.963590	7707.459627	7.677363	-0.019705	4.522639
91.955778	7712.551863	7.682368	-0.019704	4.524114
91.863504	7717.446222	7.687373	-0.019682	4.525527
91.943772	7722.268427	7.692378	-0.019701	4.526928
91.908203	7727.349550	7.697382	-0.019693	4.528397
91.989318	7732.421790	7.702387	-0.019712	4.529869
92.129312	7737.473096	7.707392	-0.019746	4.531337
92.112716	7742.546346	7.712397	-0.019742	4.532803
92.063319	7747.632003	7.717402	-0.019730	4.534271
92.088937	7752.383993	7.722406	-0.019737	4.535646
92.305779	7757.316903	7.727411	-0.019789	4.537081
92.301809	7762.365345	7.732416	-0.019788	4.538539
92.361104	7767.504572	7.737421	-0.019802	4.540026
92.459388	7772.842514	7.742426	-0.019826	4.541571
92.379588	7777.912653	7.747430	-0.019807	4.543030
92.425520	7782.983413	7.752435	-0.019818	4.544495
92.481061	7787.686107	7.757440	-0.019831	4.545854
92.461754	7792.654756	7.762445	-0.019827	4.547285
92.466606	7797.782478	7.767450	-0.019828	4.548763
92.429656	7802.826524	7.772454	-0.019820	4.550215
92.608852	7807.928199	7.777459	-0.019863	4.551692
92.654322	7813.007698	7.782464	-0.019874	4.553157
92.564642	7818.025014	7.787469	-0.019852	4.554597
92.639633	7822.712316	7.792474	-0.019870	4.555949
92.776647	7827.753579	7.797478	-0.019903	4.557405
92.930800	7832.782871	7.802483	-0.019940	4.558859
92.931409	7838.239414	7.807488	-0.019941	4.560427
92.881766	7843.513598	7.812493	-0.019929	4.561940
92.897512	7848.577894	7.817498	-0.019933	4.563396
93.028511	7853.532845	7.822502	-0.019964	4.564825
92.938218	7858.281329	7.827507	-0.019943	4.566184
92.954269	7863.299167	7.832512	-0.019947	4.567625
93.055883	7868.377780	7.837517	-0.019971	4.569086
93.118390	7873.550328	7.842522	-0.019986	4.570573
93.232788	7878.455985	7.847526	-0.020014	4.571984
93.212197	7883.624466	7.852531	-0.020009	4.573465
93.082270	7888.589796	7.857536	-0.019978	4.574882
93.215224	7893.296601	7.862541	-0.020010	4.576236
93.137979	7898.415677	7.867546	-0.019992	4.577698
93.299637	7903.428441	7.872550	-0.020030	4.579141
93.382306	7908.828583	7.877555	-0.020050	4.580690
93.435251	7913.926428	7.882560	-0.020063	4.582151
93.407512	7918.993991	7.887565	-0.020057	4.583599
93.483942	7923.896959	7.892570	-0.020075	4.585004
93.534650	7928.715958	7.897574	-0.020087	4.586383
93.568028	7933.726043	7.902579	-0.020096	4.587816
93.639370	7938.797273	7.907584	-0.020113	4.589268
93.599312	7943.969796	7.912589	-0.020103	4.590743
93.768428	7948.917238	7.917594	-0.020144	4.592163
93.715622	7953.995471	7.922598	-0.020131	4.593610
93.724656	7958.933073	7.927603	-0.020134	4.595019
93.796985	7963.689208	7.932608	-0.020151	4.596379
93.816005	7968.837408	7.937613	-0.020156	4.597847
93.828896	7973.954263	7.942618	-0.020159	4.599306
93.810991	7979.446922	7.947622	-0.020155	4.600870
93.871661	7984.576071	7.952627	-0.020170	4.602334
94.258783	7989.531624	7.957632	-0.020262	4.603762
94.299486	7994.322768	7.962637	-0.020272	4.605128
94.467741	7999.254431	7.967642	-0.020313	4.606538
94.548473	8004.227728	7.972646	-0.020332	4.607957
94.513230	8009.360199	7.977651	-0.020324	4.609415
94.460620	8014.465150	7.982656	-0.020311	4.610864
94.672590	8019.406151	7.987661	-0.020362	4.612277
94.785806	8024.545507	7.992666	-0.020389	4.613742
94.745111	8029.291708	7.997670	-0.020380	4.615089
94.734187	8034.255671	8.002675	-0.020377	4.616498
94.737387	8039.334447	8.007680	-0.020378	4.617939
94.838214	8044.404005	8.012685	-0.020402	4.619382
94.980362	8049.820985	8.017690	-0.020437	4.620925
94.887091	8054.843690	8.022694	-0.020414	4.622345
95.027441	8059.894400	8.027699	-0.020448	4.623783
94.953229	8064.743148	8.032704	-0.020430	4.625154
95.120656	8069.509551	8.037709	-0.020471	4.626512
95.096028	8074.762461	8.042714	-0.020465	4.627999
95.164937	8079.770988	8.047718	-0.020482	4.629420
95.258176	8084.828054	8.052723	-0.020504	4.630855
95.113618	8089.958776	8.057728	-0.020470	4.632301
95.279786	8094.960293	8.062733	-0.020509	4.633723
95.207641	8099.819083	8.067738	-0.020492	4.635094
95.345083	8104.711042	8.072742	-0.020525	4.636483
95.342869	8109.770745	8.077747	-0.020525	4.637913
95.377598	8115.099297	8.082752	-0.020533	4.639420
95.581687	8120.363760	8.087757	-0.020582	4.640915
95.472062	8125.549884	8.092762	-0.020556	4.642375
95.475513	8130.503436	8.097766	-0.020557	4.643773
95.544620	8135.312312	8.102771	-0.020574	4.645133
95.590660	8140.242370	8.107776	-0.020585	4.646526
95.654079	8145.281981	8.112781	-0.020600	4.647950
95.620271	8150.423305	8.117786	-0.020592	4.649398
95.597642	8155.401651	8.122790	-0.020587	4.650800
95.749250	8160.502291	8.127795	-0.020624	4.652244
95.862458	8165.531710	8.132800	-0.020651	4.653665
95.938071	8170.286768	8.137805	-0.020669	4.655007
95.899646	8175.284643	8.142810	-0.020660	4.656412
95.853538	8180.262992	8.147814	-0.020649	4.657811
95.837637	8185.571204	8.152819	-0.020645	4.659304
95.921625	8190.773793	8.157824	-0.020666	4.660771
96.001836	8195.886440	8.162829	-0.020685	4.662212
96.113663	8200.930355	8.167834	-0.020712	4.663634
96.052897	8205.673037	8.172838	-0.020697	4.664964
96.119501	8210.665679	8.177843	-0.020714	4.666369
96.126708	8215.659928	8.182848	-0.020715	4.667772
96.194695	8220.801108	8.187853	-0.020732	4.669218
96.271934	8225.831245	8.192858	-0.020750	4.670633
96.284101	8230.929500	8.197862	-0.020753	4.672064
96.230351	8235.974677	8.202867	-0.020741	4.673476
96.374081	8240.739965	8.207872	-0.020775	4.674819
96.370361	8245.738257	8.212877	-0.020774	4.676219
96.405041	8250.774621	8.217882	-0.020783	4.677632
96.589081	8256.006344	8.222886	-0.020827	4.679105
96.934477	8261.323742	8.227891	-0.020910	4.680609
96.976925	8266.451880	8.232896	-0.020920	4.682046
97.089815	8271.401476	8.237901	-0.020947	4.683436
97.165665	8276.250977	8.242906	-0.020966	4.684796
97.085456	8281.137501	8.247910	-0.020947	4.686160
97.251440	8286.261150	8.252915	-0.020986	4.687599
97.231186	8291.258927	8.257920	-0.020982	4.688995
97.309075	8296.344129	8.262925	-0.021000	4.690419
97.374414	8301.459593	8.267930	-0.021016	4.691851
97.342418	8306.474836	8.272934	-0.021009	4.693251
97.483435	8311.327181	8.277939	-0.021043	4.694611
97.565675	8316.152783	8.282944	-0.021062	4.695961
97.488604	8321.320111	8.287949	-0.021044	4.697400
97.498342	8326.376511	8.292954	-0.021047	4.698811
97.672271	8331.781877	8.297958	-0.021088	4.700325
97.579175	8336.782736	8.302963	-0.021066	4.701716
97.786479	8341.898638	8.307968	-0.021116	4.703150
97.683745	8346.648379	8.312973	-0.021091	4.704469
97.737173	8351.612930	8.317978	-0.021104	4.705854
97.722263	8356.658555	8.322982	-0.021101	4.707258
97.747934	8361.731116	8.327987	-0.021107	4.708671
97.882868	8366.804845	8.332992	-0.021140	4.710088
97.770678	8371.873807	8.337997	-0.021113	4.711494
97.991909	8376.962661	8.343002	-0.021166	4.712918
97.975797	8381.816150	8.348006	-0.021162	4.714267
97.958641	8386.684656	8.353011	-0.021158	4.715619
98.047478	8391.766027	8.358016	-0.021180	4.717035
98.070130	8396.855261	8.363021	-0.021185	4.718449
98.127943	8402.449132	8.368026	-0.021199	4.720005
98.133071	8407.490158	8.373030	-0.021201	4.721405
98.262342	8412.559579	8.378035	-0.021232	4.722817
98.231338	8417.429947	8.383040	-0.021224	4.724167
98.135124	8421.962210	8.388045	-0.021202	4.725420
98.242366	8427.011061	8.393050	-0.021227	4.726824
98.340290	8432.004226	8.398054	-0.021251	4.728212
98.263286	8437.186538	8.403059	-0.021233	4.729645
98.461948	8442.148949	8.408064	-0.021280	4.731028
98.334050	8447.234607	8.413069	-0.021250	4.732431
98.526556	8452.172718	8.418074	-0.021296	4.733806
98.460507	8456.952312	8.423078	-0.021280	4.735127
98.515505	8462.018133	8.428083	-0.021294	4.736531
98.486974	8467.124622	8.433088	-0.021287	4.737942
98.579675	8472.464663	8.438093	-0.021309	4.739422
98.600105	8477.602225	8.443098	-0.021314	4.740844
98.635847	8482.615986	8.448102	-0.021323	4.742231
98.662081	8487.594169	8.453107	-0.021329	4.743607
98.663502	8492.315116	8.458112	-0.021330	4.744911
98.701397	8497.375864	8.463117	-0.021339	4.746310
98.810010	8502.458511	8.468122	-0.021365	4.747718
98.863571	8507.558508	8.473126	-0.021378	4.749127
98.913266	8512.560996	8.478131	-0.021390	4.750509
99.016136	8517.686406	8.483136	-0.021415	4.751927
98.940467	8522.615806	8.488141	-0.021397	4.753283
98.841193	8527.424228	8.493146	-0.021373	4.754605
99.029580	8532.411602	8.498150	-0.021419	4.755987
99.079435	8537.558497	8.503155	-0.021431	4.757406
99.095587	8542.852325	8.508160	-0.021435	4.758865
99.104010	8548.178367	8.513165	-0.021437	4.760332
99.071102	8553.241932	8.518170	-0.021429	4.761724
99.171625	8558.323205	8.523174	-0.021453	4.763126
99.136163	8562.978072	8.528179	-0.021445	4.764405
99.380585	8567.969197	8.533184	-0.021503	4.765787
99.400000	8573.056159	8.538189	-0.021508	4.767187
99.487470	8578.107732	8.543194	-0.021529	4.768579
99.437532	8583.175673	8.548198	-0.021518	4.769969
99.616891	8588.226356	8.553203	-0.021561	4.771363
99.549737	8593.341755	8.558208	-0.021545	4.772765
99.613702	8598.070516	8.563213	-0.021560	4.774066
99.641314	8603.029827	8.568218	-0.021567	4.775428
99.554447	8608.132977	8.573223	-0.021546	4.776825
99.736743	8613.249873	8.578227	-0.021590	4.778235
99.861849	8618.542616	8.583232	-0.021620	4.779692
99.734440	8623.677630	8.588237	-0.021590	4.781094
99.744924	8628.728716	8.593242	-0.021592	4.782479
99.880594	8633.559745	8.598247	-0.021625	4.783808
99.863014	8638.446639	8.603251	-0.021621	4.785145
99.902280	8643.543622	8.608256	-0.021630	4.786543
99.818609	8648.582830	8.613261	-0.021611	4.787919
99.958826	8653.672128	8.618266	-0.021644	4.789317
99.928593	8658.741034	8.623271	-0.021637	4.790702
99.947030	8663.723569	8.628275	-0.021642	4.792066
100.098026	8668.758767	8.633280	-0.021678	4.793448
100.140912	8673.464350	8.638285	-0.021688	4.794736
100.257920	8678.604271	8.643290	-0.021716	4.796145
100.251190	8683.662303	8.648295	-0.021715	4.797526
100.331868	8689.189887	8.653299	-0.021734	4.799039
100.271151	8694.347651	8.658304	-0.021720	4.800445
100.322338	8699.303830	8.663309	-0.021732	4.801799
100.442530	8704.438425	8.668314	-0.021761	4.803205
100.359618	8709.021080	8.673319	-0.021742	4.804452
100.473214	8714.131986	8.678323	-0.021769	4.805850
100.611619	8719.161976	8.683328	-0.021802	4.807226
100.584693	8724.321577	8.688333	-0.021796	4.808632
100.563383	8729.371893	8.693338	-0.021791	4.810007
100.430275	8734.387404	8.698343	-0.021759	4.811368
100.488473	8739.495024	8.703347	-0.021773	4.812761
100.626134	8744.148248	8.708352	-0.021806	4.814033
100.650519	8749.171589	8.713357	-0.021812	4.815401
100.733042	8754.225142	8.718362	-0.021832	4.816779
100.744638	8759.409235	8.723367	-0.021835	4.818190
100.826419	8764.729957	8.728371	-0.021855	4.819639
100.822179	8769.811335	8.733376	-0.021854	4.821021
100.952252	8774.842565	8.738381	-0.021885	4.822393
100.866971	8779.622987	8.743386	-0.021865	4.823688
100.901326	8784.539006	8.748391	-0.021873	4.825025
101.049772	8789.626043	8.753395	-0.021909	4.826412
101.032723	8794.662263	8.758400	-0.021905	4.827778
101.061828	8799.758082	8.763405	-0.021912	4.829162
101.101230	8804.775719	8.768410	-0.021922	4.830525
101.092557	8809.949787	8.773415	-0.021920	4.831928
101.210269	8814.768586	8.778419	-0.021948	4.833239
101.067978	8819.565063	8.783424	-0.021914	4.834534
101.126645	8824.657145	8.788429	-0.021928	4.835916
101.304141	8829.713957	8.793434	-0.021971	4.837293
101.309411	8835.265785	8.798439	-0.021972	4.838796
101.416610	8840.357054	8.803443	-0.021998	4.840179
101.337717	8845.512855	8.808448	-0.021979	4.841572
101.279929	8850.475747	8.813453	-0.021966	4.842912
101.455166	8855.075234	8.818458	-0.022008	4.844163
101.402261	8860.227147	8.823463	-0.021995	4.845555
101.514575	8865.244112	8.828467	-0.022022	4.846915
101.591815	8870.336511	8.833472	-0.022041	4.848294
101.680514	8875.388414	8.838477	-0.022062	4.849663
101.519829	8880.419531	8.843482	-0.022024	4.851016
101.576108	8885.550286	8.848487	-0.022038	4.852404
101.711300	8890.223338	8.853491	-0.022070	4.853671
101.770156	8895.159958	8.858496	-0.022084	4.855005
101.759790	8900.250616	8.863501	-0.022082	4.856379
101.773532	8905.454095	8.868506	-0.022085	4.857783
101.640076	8910.846453	8.873511	-0.022054	4.859232
101.873352	8915.858324	8.878515	-0.022109	4.860592
101.847236	8920.851516	8.883520	-0.022103	4.861937
101.903265	8925.764553	8.888525	-0.022117	4.863263
101.968482	8930.571105	8.893530	-0.022133	4.864560
101.854205	8935.694766	8.898535	-0.022105	4.865936
102.062052	8940.769312	8.903539	-0.022155	4.867310
102.072223	8945.878314	8.908544	-0.022158	4.868685
102.041455	8950.912919	8.913549	-0.022151	4.870039
102.192885	8955.977230	8.918554	-0.022187	4.871407
102.201522	8960.896874	8.923559	-0.022189	4.872730
102.284541	8965.708245	8.928563	-0.022209	4.874027
102.085204	8970.775086	8.933568	-0.022162	4.875382
102.227509	8975.836958	8.938573	-0.022196	4.876747
102.297302	8981.349096	8.943578	-0.022213	4.878230
102.358671	8986.560587	8.948583	-0.022228	4.879632
102.445804	8991.612079	8.953587	-0.022248	4.880991
102.382568	8996.718311	8.958592	-0.022234	4.882360
102.360444	9001.322600	8.963597	-0.022228	4.883594
102.402581	9006.364296	8.968602	-0.022239	4.884948
102.471381	9011.413256	8.973607	-0.022255	4.886305
102.536440	9016.440834	8.978611	-0.022271	4.887655
102.575422	9021.582695	8.983616	-0.022280	4.889035
102.621303	9026.635407	8.988621	-0.022291	4.890390
102.618709	9031.688805	8.993626	-0.022291	4.891744
102.785409	9036.531718	8.998631	-0.022331	4.893047
102.828767	9041.311412	9.003635	-0.022341	4.894328
102.913337	9046.443995	9.008640	-0.022362	4.895705
102.711451	9051.476063	9.013645	-0.022314	4.897045
102.771032	9056.919336	9.018650	-0.022328	4.898503
102.852186	9061.965711	9.023655	-0.022348	4.899855
102.813399	9067.067425	9.028659	-0.022339	4.901218
103.051171	9072.012459	9.033664	-0.022396	4.902548
102.995379	9076.745277	9.038669	-0.022382	4.903811
102.884657	9081.850958	9.043674	-0.022356	4.905171
103.074660	9086.852973	9.048679	-0.022402	4.906514
102.956934	9092.021972	9.053683	-0.022374	4.907890
103.140663	9097.033482	9.058688	-0.022418	4.909234
103.289948	9102.044956	9.063693	-0.022453	4.910576
103.145302	9107.213436	9.068698	-0.022419	4.911950
103.164762	9111.915277	9.073703	-0.022424	4.913205
103.234969	9116.829679	9.078707	-0.022441	4.914518
103.271278	9122.027306	9.083712	-0.022450	4.915905
103.235549	9127.147664	9.088717	-0.022441	4.917268
103.441028	9132.584640	9.093722	-0.022490	4.918723
103.383472	9137.690774	9.098727	-0.022477	4.920082
103.427253	9142.759710	9.103731	-0.022487	4.921433
103.386552	9147.629579	9.108736	-0.022478	4.922728
103.522848	9152.411547	9.113741	-0.022511	4.924005
103.536904	9157.519992	9.118746	-0.022514	4.925365
103.706988	9162.502243	9.123751	-0.022555	4.926695
103.663283	9167.665382	9.128755	-0.022545	4.928067
103.679331	9172.724964	9.133760	-0.022549	4.929413
103.699193	9177.750210	9.138765	-0.022553	4.930749
103.562016	9182.836435	9.143770	-0.022521	4.932096
103.747390	9187.499302	9.148775	-0.022565	4.933340
103.793684	9192.554664	9.153779	-0.022576	4.934684
103.832895	9197.595835	9.158784	-0.022586	4.936024
103.740263	9202.764225	9.163789	-0.022564	4.937393
103.848978	9208.137246	9.168794	-0.022590	4.938822
103.878735	9213.183848	9.173799	-0.022597	4.940162
103.958958	9218.258527	9.178803	-0.022617	4.941510
103.901623	9223.069030	9.183808	-0.022603	4.942783
103.981827	9227.867242	9.188813	-0.022622	4.944058
104.164382	9233.020504	9.193818	-0.022666	4.945429
104.085958	9238.076696	9.198823	-0.022648	4.946766
104.120261	9243.161569	9.203827	-0.022656	4.948114
104.200725	9248.316439	9.208832	-0.022675	4.949481
104.244586	9253.321557	9.213837	-0.022686	4.950808
104.121760	9258.291917	9.218842	-0.022657	4.952119
104.155409	9263.009441	9.223847	-0.022665	4.953368
104.208043	9268.105969	9.228851	-0.022678	4.954718
104.288655	9273.174488	9.233856	-0.022697	4.956060
104.233534	9278.492565	9.238861	-0.022684	4.957464
104.175249	9283.885773	9.243866	-0.022670	4.958888
104.313741	9288.910151	9.248871	-0.022704	4.960220
104.418311	9293.929426	9.253875	-0.022729	4.961549
104.543632	9298.703946	9.258880	-0.022759	4.962813
104.477833	9303.621302	9.263885	-0.022743	4.964109
104.370376	9308.717731	9.268890	-0.022718	4.965451
104.607120	9313.693160	9.273895	-0.022774	4.966771
104.577551	9318.844396	9.278899	-0.022768	4.968129
104.668784	9323.891193	9.283904	-0.022789	4.969463
104.700786	9328.967874	9.288909	-0.022797	4.970802
104.634010	9333.977332	9.293914	-0.022781	4.972120
104.767641	9338.653378	9.298919	-0.022814	4.973356
104.647197	9343.739447	9.303923	-0.022785	4.974692
104.726019	9348.758925	9.308928	-0.022804	4.976017
104.706164	9354.090528	9.313933	-0.022799	4.977420
104.852851	9359.299176	9.318938	-0.022834	4.978795
104.954489	9364.333171	9.323943	-0.022859	4.980123
104.938068	9369.400528	9.328947	-0.022855	4.981455
104.864065	9374.199514	9.333952	-0.022838	4.982715
105.003655	9379.067901	9.338957	-0.022871	4.984000
105.034758	9384.147765	9.343962	-0.022879	4.985336
104.944900	9389.245845	9.348967	-0.022857	4.986673
105.108342	9394.312624	9.353971	-0.022897	4.988009
105.055643	9399.373317	9.358976	-0.022884	4.989336
105.004190	9404.425679	9.363981	-0.022872	4.990661
104.947620	9409.440725	9.368986	-0.022859	4.991976
105.207742	9414.188589	9.373991	-0.022921	4.993230
105.149864	9419.176628	9.378995	-0.022907	4.994537
105.174040	9424.268115	9.384000	-0.022913	4.995873
105.215281	9429.682828	9.389005	-0.022923	4.997294
105.360901	9434.977158	9.394010	-0.022958	4.998687
105.374973	9439.999053	9.399015	-0.022962	5.000003
105.495602	9445.051399	9.404019	-0.022991	5.001331
105.412960	9449.858516	9.409024	-0.022971	5.002587
105.419551	9454.764800	9.414029	-0.022973	5.003872
105.504657	9459.809798	9.419034	-0.022993	5.005196
105.614527	9464.900962	9.424039	-0.023020	5.006532
105.656174	9469.977665	9.429043	-0.023030	5.007861
105.598145	9475.065035	9.434048	-0.023016	5.009190
105.627070	9480.095793	9.439053	-0.023023	5.010507
105.643954	9485.089881	9.444058	-0.023027	5.011813
105.695730	9489.850654	9.449063	-0.023040	5.013059
105.733789	9494.857971	9.454067	-0.023049	5.014369
105.696975	9499.889683	9.459072	-0.023040	5.015682
105.854220	9505.185809	9.464077	-0.023078	5.017070
105.813348	9510.487370	9.469082	-0.023068	5.018453
105.830651	9515.545590	9.474087	-0.023073	5.019774
105.969334	9520.581484	9.479091	-0.023106	5.021093
105.958163	9525.348899	9.484096	-0.023103	5.022336
105.963425	9530.301129	9.489101	-0.023105	5.023628
106.059790	9535.373409	9.494106	-0.023128	5.024954
106.062218	9540.390841	9.499111	-0.023129	5.026262
106.027179	9545.488181	9.504115	-0.023121	5.027589
106.135419	9550.576330	9.509120	-0.023147	5.028918
106.207046	9555.683257	9.514125	-0.023164	5.030251
106.184709	9560.623724	9.519130	-0.023159	5.031537
106.138579	9565.334329	9.524135	-0.023148	5.032762
106.298417	9570.417080	9.529139	-0.023186	5.034090
